e_score,s_score,g_score,total_score,ticker_year,doc_vector
0.46,7.39,9.37,17.22,AAPL_2023,"[ 0.18570794  1.0189422  -2.7309802  -3.3432608  -0.41495064 -1.9067006
  0.9609263  -3.5774193   3.1652346   4.7473803   1.1320024   1.5458366
 -2.3586895  -2.8540657   0.54099995  1.8187906  -3.3627517  -3.3297656
 -0.93079597 -3.0475476   1.1122638   1.0848699  -0.49393854  0.44872403
 -3.0387304  -3.6923892  -1.2809159   0.02781071  1.7863115  -2.4661615
  2.3427396   2.515395   -0.03737004  1.6446935  -0.50870705  2.914648
  0.25205648 -0.72396505 -0.30876127  3.1120133   4.8458934   0.9521118
  1.7547644  -0.02330645  1.1757255  -0.9699523   1.2235322   0.7924206
 -1.6561438   1.6098949  -1.3571572  -1.8203529   1.9810342   2.663831
  0.44474503  0.04584736 -0.9935694  -0.662184   -0.8544401  -0.56002504
  4.4157357   2.0540254   3.236143   -2.1950147   3.7323864   1.4791951
  2.1826928  -1.2784773  -3.182339    1.9985656  -2.1358354   1.3472303
 -0.8263885   1.1624357   1.2736378   1.4753311   0.3856736  -1.2966055
 -0.52782977 -1.7289408   0.04673423  3.7790024   0.12422327  0.95208275
  2.838903   -1.0561597  -1.9396162  -2.3308465   2.7140274   1.306308
 -1.6497266   1.7350585  -1.0204805   1.5060061  -2.1158204  -0.18099834
  2.9714234  -0.9684333   3.902034   -2.8047323 ]"
1.9,10.12,13.95,25.98,ACGL_2019,"[-4.029088    1.0660703   0.77422243  3.015942   -0.7831778  -1.5816097
 -1.4799633   1.838958   -2.2708554   2.2515485  -2.5526776   1.2670087
 -1.5314751   1.5125543   1.4234319  -1.6954776  -0.53484166  1.0271583
 -0.6423588   1.970101    0.59533435 -1.5818138  -1.4948391  -2.3720803
 -1.794201   -1.4793361  -0.87744683 -0.62549615 -0.7533406  -2.3260055
 -0.324       2.3991492   0.26255873  1.4237016  -1.3658334   0.45508856
 -0.71797097 -0.9466348  -3.1583514   0.95469016  0.04043796 -1.3787006
 -0.00814757  1.9138092   0.39373285 -0.5798826  -1.6617346   0.83319384
  2.2685113   0.09690131 -1.2635707   0.9201114   1.7459629  -3.2643895
 -0.89130425 -0.07177883  0.6112148   0.46149778 -0.05988006  0.86213124
  2.2735357   3.9747841   0.79626095 -0.5205595  -0.43635994  1.2707486
  1.1850954  -0.25950858 -0.7190754  -2.0837064  -1.4082903  -0.963635
  0.97235197  0.4652277  -0.7821414  -0.6933212  -1.3484348  -1.6946859
 -0.99057263  2.1809263  -1.8845627   0.5339647  -1.6713669  -0.28056893
  0.16390768  0.10222381  2.1196387  -2.807423   -1.3179343  -0.71532243
 -5.492516    0.05400575 -1.307912   -1.76439    -0.28813222 -0.6996951
 -1.7163033  -2.7379346  -0.4347936   3.9944496 ]"
2.02,10.58,13.62,26.22,ACGL_2020,"[-3.4504874  -0.10107137  0.6512885   2.578514   -0.22877796 -1.7300177
 -1.3392905   0.8634495  -0.88652974  2.213308   -3.7614682   1.3721341
 -1.5617824   2.1523554   0.27455622 -1.8257363  -0.8984126   0.45570725
 -1.7570329   0.95353866  1.0808398  -0.74898946 -0.89068407 -1.1725287
 -1.2600683  -1.0896876  -2.7208097  -0.4032892  -1.4574474  -2.1582546
 -1.0204612   0.7251813   0.26080787  1.2642776  -2.590942    0.407791
 -0.8977625  -1.431189   -1.5460775   0.9487423  -1.0203458  -0.13303533
  0.7251111   1.2585582  -1.2338395  -0.30796215 -0.74808306  0.6526657
  1.1260741   1.1937988  -0.71382755  1.2140691   1.3210548  -2.3558364
 -2.0199842   0.5214509   0.7432897   1.1970054   0.22035417  1.6226302
  1.8932872   3.8542297   0.46668407  0.36373526  0.48528498  2.2336285
  0.13095982  0.39679265  0.82271725 -1.4521368  -2.1735487  -1.079722
  1.703694    0.4503803  -0.7426185  -1.4626733  -3.0094068  -2.571316
 -1.3592248   2.7980483  -2.6301363  -0.69662625 -1.3022425  -1.1588589
  0.8604771  -0.58996654  0.6903991  -1.153615   -1.3911346   0.25892663
 -4.393713    0.5270027  -1.8406501  -2.295958   -0.46099454 -0.44796357
 -0.66812414 -2.0834086  -0.78229856  2.4887748 ]"
2.01,7.78,13.17,22.96,ACGL_2021,"[-5.1305895   0.23853908  0.519558    2.5419436  -0.7383736  -1.6781191
  0.3485444   0.8837456  -0.52209026  2.5360339  -2.9503918  -0.00744102
 -0.35803583  1.3266584  -0.55905724 -2.1810837  -1.3797306   0.4052881
 -2.0028214   1.0733619   1.8989002   0.39770094 -1.2302353  -0.5999707
 -0.79486656 -0.9222304  -3.2714865  -0.01302544 -0.06264224 -1.3593218
 -1.3167585   3.3604956  -1.0423093   2.0175967  -1.7387103  -0.02808153
 -1.1346474  -0.05555351 -3.1244354   2.07336    -1.4890274  -0.06951956
 -1.530995    0.03406515  0.24598111 -1.1917089   1.0235494   0.59270394
  2.1432488   1.7280508  -0.6859764   1.0137506   0.2824034  -1.3662297
 -0.69008315 -0.47544742  0.06096186  0.91186714  0.05486116  0.82607514
  1.8476305   5.0090995   1.0909033   0.88058156  1.3988554   2.4949954
  2.0358028  -0.9391941  -0.7654958   0.25416234 -0.77706796 -2.146005
  0.607308    0.93508536  0.31882644 -1.9031132  -3.3242087  -3.6371765
 -0.874589    2.7077215  -2.085737   -0.978256   -1.3740149  -0.93824697
 -0.1411443  -0.5986239   0.8391075  -1.7338609  -0.3355307  -0.18068354
 -4.6702547   0.88829046 -2.1626832  -2.6461923  -0.505537   -0.91260725
 -0.83014834 -1.2055988  -0.40959615  3.739378  ]"
0.47,7.97,5.23,13.87,ADBE_2019,"[ 1.1585797  -0.28096277 -2.7672129  -1.5363497   3.2859426  -2.0361876
 -3.1287894  -0.80243945 -1.475114   -1.3736373  -0.31832948  1.434529
 -1.6261538  -2.0912247   0.86286736 -1.620217   -2.0452948  -3.8853092
 -2.1611362  -1.0053414   2.0315754   1.3799367  -0.8765884  -2.2663598
 -0.4577794  -2.4656644   0.4704215  -0.19510832  3.587371   -0.9333177
  3.9004543  -2.1696508   2.7860143  -0.6908825  -2.0322056   0.5840216
  0.19889177 -2.5221784  -0.21975984  3.4262269  -0.9070665   0.3733526
  0.6876575  -4.2893953   1.5379606  -0.16371046  2.1665375  -1.1080506
  2.7704084   0.5614986  -1.1793907  -1.8713243  -3.3669243   0.7369504
  0.12088777  2.134235    3.4057493   0.49423897  1.4270858   4.1827855
  0.15670636  0.95074415 -0.7333694  -0.39976743  2.0879679  -0.68073374
  4.4362993   0.313125   -1.2550635  -2.4402149  -2.142073    0.29256865
  0.7688234  -0.1231901   1.584652   -1.6752499   2.479524   -1.8324803
  1.2851266   0.6950261   0.6040087   3.026075   -1.4988183   0.2728438
  1.2110369  -1.1592546   1.3853472  -2.2302985   1.920711   -0.31217366
  0.09877252 -0.96598476  0.566907   -2.7739742   1.5016584   3.0118241
 -2.5852504   0.70936704  5.5958962  -1.0175806 ]"
0.45,8.06,5.05,13.54,ADBE_2020,"[ 2.9724228e+00  6.8365180e-01 -2.4248815e+00 -1.2260997e+00
  1.9183154e+00 -2.5037057e+00 -2.7640908e+00  9.3050188e-01
 -7.5927502e-01 -3.8071641e-01 -1.6910216e+00  1.0973645e+00
 -2.1701667e+00 -1.8778760e+00  6.5441042e-01 -2.9965539e+00
 -3.7065868e+00 -3.7812934e+00 -2.8400550e+00  2.0383076e-01
  2.7254348e+00  3.9490989e-01 -2.1717928e-01 -2.4886413e+00
 -6.5922111e-01 -2.2110560e+00  7.0726806e-01 -4.5023119e-01
  2.3860250e+00 -1.8757983e+00  2.7545164e+00 -1.9866673e+00
  3.2706399e+00 -3.8906699e-01 -2.5497823e+00  1.1731868e+00
 -7.5895357e-01 -2.4541349e+00  5.5409783e-01  3.3611975e+00
  7.9670501e-01  6.3710845e-01  6.8723893e-05 -4.4540267e+00
  5.8935672e-01  3.1286609e-01  3.0312514e+00 -1.8032764e+00
  2.4446399e+00  2.3505463e-01 -1.5972581e+00 -1.7789801e+00
 -1.9654372e+00  4.5187727e-01 -2.6303399e-02  2.2212787e+00
  2.5744026e+00 -9.7080153e-01  7.3618782e-01  3.5793390e+00
  9.7766113e-01  4.2589024e-01  8.6454505e-01 -8.6152434e-01
  9.0276957e-01  1.1165658e+00  4.2264967e+00 -3.6471394e-01
 -1.1670305e+00 -1.9390570e+00 -2.1526310e+00 -4.8376802e-02
  7.1411741e-01 -3.6452252e-01  2.0008571e+00 -2.4621146e+00
  2.6623983e+00 -1.1014625e-01  2.3906457e+00  8.1251448e-01
  6.4712262e-01  2.6001873e+00 -9.2289603e-01 -1.8217325e+00
  7.1638304e-01 -5.4912388e-01  2.0727904e+00 -1.8594487e+00
  2.4897392e+00 -5.1257396e-01  1.1823888e+00  1.2041876e+00
 -1.2604858e+00 -3.6805642e+00  3.5519758e-01  2.8482659e+00
 -3.4789081e+00  1.4601209e+00  4.6515627e+00 -1.7371801e+00]"
0.48,5.65,4.74,10.88,ADBE_2021,"[ 1.0229574   1.2176493  -3.0739355  -2.3537166   2.9081733  -1.8814489
 -2.5893152   0.5017518  -0.52499235 -0.01540379 -1.5259356   1.5408574
 -0.7367665  -2.0329268   1.4701144  -2.7071595  -3.2562861  -4.755861
 -2.496857   -0.7526829   1.819648    0.808385   -0.3745497  -1.5198632
 -0.6200447  -3.0118308  -0.90810907 -0.443858    3.4208481  -1.788638
  3.2839124  -1.1489472   3.6409996  -0.41056004 -1.8207273   0.94531715
  0.9226714  -2.2359846   0.25501317  2.625151   -0.67467976  0.29081693
  1.0783092  -4.3945084   0.12810293  1.0137912   2.141747   -1.2831997
  2.4193003  -0.10213576 -0.78542    -2.622253   -1.8326244   1.1781071
  0.41264015  0.3349085   2.834047   -1.2737914   1.0269371   3.4591362
  1.5670818   0.81861204  1.0905358  -0.51989007  0.7673557   1.0655311
  3.8609111  -0.9803183  -0.5315375  -1.8395458  -2.5613973  -0.423685
  2.0243518  -0.61937076  2.4500213  -3.2912347   2.8476288   0.0129304
  1.560068    0.21923801  1.2257622   2.7393565  -0.6802219   0.3229122
  0.6092769  -0.5358123   0.20191683 -1.5980321   2.4550354  -0.43118566
  0.37196618  1.1173329  -0.0764754  -1.9895997   0.8859001   2.9693782
 -2.8224065   0.96269155  5.1056747  -0.8526301 ]"
1.42,5.84,4.64,11.9,ADBE_2022,"[ 0.5509117   1.9427751  -2.8631706  -1.7615253   2.9019196  -2.3242123
 -3.0361135  -0.7221212  -0.271131    1.2048378  -1.6755435   1.6516478
 -0.03272235 -1.2867924  -0.934219   -2.5485463  -3.419879   -3.1937745
 -2.8219428  -0.9133964   1.2964044   0.54289234 -0.7764987  -1.8471824
  0.16242951 -3.017546    0.6142246  -0.46071747  2.501017   -0.9400823
  2.1605325  -0.95100075  2.9334977   0.58579165 -0.7909842   2.0245984
 -1.3598865  -2.000389   -0.34660247  2.6097538  -0.4364053   1.283702
  1.0844733  -4.1288304   0.5926064   0.9150317   3.1862764  -1.7234255
  1.6315465   0.8618545  -0.43644503 -2.527082   -1.2682422   0.7455303
 -0.8863144   1.9763469   3.2761223  -0.7842485   0.8188402   3.094487
  0.96317464  1.1719972   2.1422663   0.6528707   2.5505295  -0.06592005
  5.268898   -2.0626109  -2.3422356  -2.2210333  -1.5805265   0.325097
  0.06101228 -1.159693    1.6404111  -4.331247    2.7659955   0.48973584
  1.9015679   0.3038711   1.4052241   3.304194   -1.5154195   0.5704801
  0.99458337 -0.9248922   1.58936    -1.951738    1.2990366   0.07002118
 -0.08603161  0.23060934 -0.46151438 -1.5589639   1.6339104   2.991947
 -2.069872    0.4168709   4.244511   -0.6903046 ]"
1.27,12.97,5.63,19.73,ADSK_2019,"[-1.7823003e-01 -5.7988882e-01 -1.9752349e+00 -2.3512006e+00
 -4.6015605e-01  7.8934121e-01 -4.0593672e+00 -1.7697610e-01
  7.4569304e-03 -2.2451763e-01  7.4468985e-02 -2.2095301e+00
 -1.0782466e+00 -1.4814937e+00 -1.4261925e-01  1.5578626e+00
 -1.1724925e+00 -2.3697135e-01  7.7370924e-01 -6.0077591e+00
  4.8038807e+00 -3.4337637e-01 -2.1327791e+00 -8.3125699e-01
 -1.0908185e+00 -1.2429731e+00  1.2212595e+00 -1.6739153e+00
 -1.2518659e+00 -4.1955962e+00 -1.7654920e+00 -8.7820876e-01
  2.5519452e+00  4.3702950e+00 -2.1736484e+00  2.2937291e+00
 -2.4260836e+00 -1.4235349e+00 -1.7704340e+00  1.5082545e+00
 -1.0226002e+00 -1.8820998e-01  2.5361800e+00  6.0662955e-01
  5.6657439e-01  4.0485375e-03  1.3220077e+00  1.4803696e+00
 -1.0214949e+00 -1.5323899e+00  1.3744429e-01  1.6614696e-01
  4.3577018e+00 -1.3623681e+00  6.5947974e-01  9.3027610e-01
  8.8055199e-01  5.9410334e-01 -3.0605335e+00  1.9738425e+00
  3.2918437e+00  2.6093075e+00  3.8545716e-01  1.4369590e+00
 -3.2708403e-01 -6.4566272e-01  2.2724607e+00 -1.7529591e+00
 -2.8210497e+00  1.0832937e-01  7.1812701e-01 -1.3539418e+00
 -2.3206685e+00 -2.2417639e-01  7.6739419e-01  2.6480007e-01
  2.9305270e+00 -1.1765866e+00  9.5637417e-01  2.9693437e+00
  9.1080725e-01  4.5359163e+00 -1.4729244e+00  1.8328967e+00
  2.2460110e+00 -7.2493726e-01  2.4766772e+00  2.1955396e-01
 -5.3971350e-02  5.5393589e-01 -3.1500926e+00  2.2897387e+00
 -1.4544408e+00 -2.2996445e+00 -4.9962705e-01 -6.6114891e-01
 -4.8878941e-01 -1.4068055e+00  1.7448107e+00 -3.7413883e-01]"
1.28,12.77,5.46,19.52,ADSK_2020,"[ 0.45386976 -1.2379063  -1.0625415  -2.4689333   0.7985925   0.71633244
 -3.4522548  -0.8642681  -0.10359996  0.5293573   0.57366306 -2.0948722
  0.23398691 -0.15932693 -0.42198783  0.77717555 -2.7196136   0.1317737
  0.42203403 -4.237475    4.782324   -0.44516742 -2.8042815  -1.0945656
 -0.40480015 -1.0487044   2.274088   -1.1631836  -1.411324   -3.9815767
 -0.45494673 -0.40646312  2.722993    3.4596105  -2.6877763   1.9324297
 -2.9664254  -0.302312   -1.9349331   1.0162748  -0.16555782  0.31445947
  2.0517826   0.5314773   0.5516925  -0.61928564  1.1452205   1.4785407
 -0.6374576  -2.2443874   0.47639948  0.34860688  3.1641946  -1.0290079
  0.67851746  0.75774807  2.1129708   1.1673806  -2.4020765   1.1437248
  4.4586415   2.8132455   0.7122051   0.41837478  0.6244273  -0.1017007
  2.4672892  -1.3161405  -1.8355931  -0.31594867  1.7281135  -0.94307494
 -2.1331234  -0.46616736  0.79307586 -0.26168585  2.7995884  -0.8907332
  0.77660036  2.3175747   1.8928998   2.841962   -1.2184373   1.0871118
  2.4273436  -0.5111963   1.7694399  -0.41954875  1.1867297   0.78551704
 -3.4244735   1.6835647  -2.2692494  -2.3176095   0.30110237  0.67823243
  0.6011399  -0.49701783  1.695232   -0.10664963]"
1.37,9.22,4.78,15.36,ADSK_2021,"[ 0.5898437  -1.7613571  -1.1896327  -2.3605912   1.572286    1.4113142
 -2.2262526  -1.9925231   0.4939085  -0.03677455  0.5124335  -0.47357208
  2.7058463   0.6808382  -0.10419378 -0.500396   -1.7491981   1.5272169
 -0.8524998  -3.002809    3.3176203   1.8296266  -2.1238332  -1.5683299
 -0.62577164 -1.6610011   2.2199829   0.25697082 -1.4091741  -1.9639454
 -2.2620313  -0.06949534  1.4521801   3.0158272  -2.5189106   0.6021719
 -3.0957031  -0.48901716 -1.2242376   0.51479465 -0.7062234   0.5960161
  0.6718418  -1.2924004   0.13227706 -1.9045992   1.2352055   0.37379253
 -0.78415036 -0.685238    0.387021   -0.6324621   1.6071764  -1.3435246
  1.1508195   1.4851583   1.3392776   1.6549416  -1.4961944  -0.20661831
  5.3337626   2.0860083   0.31398347  0.36888373  2.1326108   2.377792
  3.00316    -1.2563041   0.25054696  0.0547195   1.5477014  -0.29558596
 -2.8414495  -0.08356567  1.1210192  -0.5478778   2.1544483  -1.1457349
 -0.61309177  1.5315285   0.9724053   2.388924   -1.2810817   0.4981601
  2.0676148   0.39463317  2.069136    0.614846    2.1392417   0.41754538
 -2.920893    3.2540088  -2.8889065  -1.1232159   0.33096874  0.9829009
  0.5025979  -1.0344257   2.4251618  -0.35393858]"
2.73,8.53,4.6,15.86,ADSK_2022,"[ 1.1820649  -2.2163851  -0.34893927 -3.3046978   1.1920841   0.7732625
 -1.9916134  -2.4245448   0.4498894  -0.2784685  -1.355517   -0.6699752
  2.4090366   0.84154737 -0.11260625 -0.01034361 -2.6317422   0.07545733
 -0.88440955 -3.5606308   3.5884867   1.9797965  -1.7537792  -1.2415012
  0.07602517 -1.2416879   1.6515461   0.58808804 -1.2574673  -2.5611312
 -1.8061593  -0.0219135   1.9663363   2.6899798  -2.4208593   0.40374717
 -2.1017373  -0.6287628  -0.9994306   0.5992904  -1.057421    2.0416617
  0.62838864 -1.089889   -0.43218258 -1.4039516   0.9235057   0.5714156
 -0.7439363  -1.4614532   0.9555199  -1.4348457   1.8910894  -1.5495673
  0.7900102   1.4030106   2.5540526   1.4045506  -1.2346873  -0.09733913
  5.0143495   2.159309    0.54474616  0.6822498   1.4597349   2.311823
  3.578675   -0.9044322   0.23549965 -0.69407696  1.1819257   0.07583778
 -2.423941   -0.9035395   1.5253857  -1.1952266   1.9621198  -0.6784771
  0.53329533  1.7100835   1.2748914   1.7830719  -1.9264429  -0.3637902
  2.0544293  -0.2637625   2.0804362   0.21315955  1.864365    0.8456271
 -2.8298056   2.6704023  -2.5743978  -1.4245884  -0.17804512  1.2292897
  0.39306492 -0.54808927  2.2280836   0.08473809]"
1.91,11.8,7.34,21.05,AKAM_2020,"[-1.2283852   2.864387   -3.8140078  -0.18952793  0.1925238   0.36559054
  0.59281796  0.2157451  -1.974221    0.31445026  4.5234027   0.25872272
  0.27750838 -3.0348494   0.21110551 -3.7261105  -0.42479017 -2.8147998
 -0.59754485 -2.3732305   2.4198434   0.47063255 -3.6165504  -0.7217181
  0.77874774 -0.9004564  -1.9364016  -1.0959618   1.3120729  -1.6875974
  0.99433374 -0.63807416  2.7948477   2.8835895  -4.5744567   2.4240072
 -0.57214284 -1.7069932   0.98045486 -0.6012501   1.6469471   0.43157324
  0.8962026  -1.8203764  -2.5639787   2.0372736   1.8591181  -2.1121354
  0.70088315 -0.7572001   0.49894208 -1.5425334  -0.3782133  -0.19606909
 -1.5536407   1.2907515   1.7309114   1.0028828  -0.3460696   0.09937688
  1.7854681   4.1559305  -2.3595562   1.3646508   2.7668283   0.5482667
  3.9881732   0.25266477 -2.5330424  -1.8228406  -0.587722   -0.5921281
 -1.0081074   3.0276365  -0.70963997 -1.5102724  -2.60781    -1.4823099
 -1.9436622  -0.7316047  -1.1829175   3.5879836  -3.5224652   0.27636603
  1.4003474  -0.21149725  2.310669    2.425174   -1.5666301   3.3712366
 -5.7309327   1.000009   -0.08491782 -1.2823343   1.0860399  -0.7612399
 -1.5393211   0.00909299  1.5118378  -1.5254719 ]"
1.98,11.51,7.62,21.11,AKAM_2021,"[-0.354757    3.620721   -1.8771124  -1.781274    1.1017396  -1.7838148
 -0.9688392   0.05502894 -2.8542213   2.1748967   1.571066    1.9126328
 -1.886804   -0.7899341   2.8214147  -1.8180518  -0.60629773 -1.232145
 -2.6188242  -0.36440802  1.5986606  -1.3595607  -1.7397158   0.7094024
 -1.4330262  -2.2419424  -2.5901752  -1.7416818  -1.7034724  -2.3000784
  1.0450431   0.44685063  3.914181    0.1760805  -3.3689938   2.18553
 -2.0389247  -3.4554317   1.2954798  -0.039304    0.40890518  2.5511036
  0.2954089  -3.3901026   0.3898044   0.8255657   0.7363049  -0.8777814
  0.1012369  -2.1165783  -1.506909   -1.5670372  -0.6453807   1.0021632
 -1.7782905   0.22205846 -0.6684122   0.18216483 -0.40243843  2.377965
  1.9250675   3.0566487  -0.05462725  1.7264906   0.30128467  1.4460944
  2.8421946  -0.0209652  -1.0830755  -1.6539677  -2.1859977  -1.6240009
 -0.06761155  1.8949975   0.48705274 -0.8899733  -0.14828157 -1.4310752
 -2.5748024   0.70826644 -3.104106    2.161215   -3.2031598  -3.4195743
  1.3103033  -0.44260785 -0.19688588 -1.3343496  -0.47852632  0.99286735
 -2.4248407   2.655188   -0.38170624 -0.91689336  1.6520953   0.18383986
 -2.0683603   1.8566599   0.66906923 -0.8888893 ]"
1.93,10.35,7.45,19.73,AKAM_2022,"[-0.24859814  2.6974578  -1.2511141  -1.3854243   1.8651438  -1.2059846
  0.5534614  -0.18426152 -0.59004045  1.8820376   2.3947847   0.23675002
 -0.45232674 -1.3926533  -0.21491823 -2.6812928  -1.2762015   0.11088146
 -1.37739    -1.1085727   2.2417657   0.09657644 -1.757028    1.4498483
 -1.1901059  -1.2529294   0.6076443  -0.49426425 -0.5910518  -0.22861266
  1.583973    2.4524856   2.4497273   2.2602081  -4.7291913   1.8850303
 -1.785759   -4.5810556   0.41559157  0.10024612  1.0522126   1.0132086
  0.5290526  -2.8873644   0.07020723  0.90409696  1.552387   -0.574161
  1.4488045  -0.17952651 -0.14343713 -0.86655533 -0.28259757 -0.37986618
 -2.5656402   1.322882   -0.2870775   1.5214666  -1.5069227   0.9509076
  0.3887269   5.184199   -1.5490602   1.4014199   1.481601   -0.09243795
  2.811514    1.0471714  -2.197962   -0.92027134 -2.548622   -1.158026
 -0.19457902  1.7607588  -0.00588733 -0.661401   -1.1852086  -0.52901673
 -1.4844006   1.730813   -3.0931263   2.414547   -2.4133892  -2.7376096
  2.100902   -1.1119158   0.56593955 -1.6558118  -0.8104743   1.2066289
 -4.1010685   0.14428715 -0.7109995  -0.6911066   0.7402622  -0.66177344
 -1.5910177   2.2764792   1.3965827  -1.4344252 ]"
2.96,7.0,6.82,16.78,AKAM_2023,"[-0.8156764   1.8501687  -0.7321301  -0.3424358   1.842718   -0.85941845
  0.4150545   1.0275999  -2.6261318   2.5353563   1.6112016   0.26333478
 -0.92528605 -0.7575625  -0.05339441 -2.2414017  -2.2932217   0.2841037
 -1.7396592   0.01323589  2.6634254  -0.90047306 -3.0466561   1.8998673
 -1.0262924  -1.5440528  -1.6290228  -1.6877668  -0.31941316 -1.2198843
  1.8339125   2.4903977   2.8316271   1.3952155  -4.6785955   1.4610821
 -0.9888184  -2.7045166   0.50315565 -0.6804971   0.7215734   1.2536923
 -0.29769003 -3.0877278  -0.5657785  -0.06488571  0.64091307 -0.6526436
  1.7687198   0.55098885 -2.0670428  -1.8861091  -1.3785759   0.41873986
 -2.823633    1.3905902  -0.1527713   1.1847641  -1.0362191   1.0973495
  1.5843936   4.5342507   0.4456818   0.44524136  1.5621208   0.4272031
  2.7681994  -0.10035484 -1.7622634  -1.4278237  -1.0550746  -1.6106557
 -0.66120386  1.4167583   0.67851645 -1.5292364  -1.1618711  -1.8785883
 -1.6723897   0.6236768  -2.6846068   1.9689147  -2.4793441  -2.7573953
  1.027488    0.42160404  1.1043427  -1.0529224   0.95761293  1.2894474
 -4.24702     0.53028244 -0.483259   -0.88863045  1.1148319  -0.44093302
 -1.6519501   2.6915157   1.8383261  -0.14015187]"
0.03,16.38,7.07,23.41,AMGN_2018,"[-0.44189087 -2.0011368  -2.425407    2.7139678  -0.55469835  1.4380887
 -3.0261846   0.9231874  -1.615838   -0.59128    -0.5873115  -0.47939885
  0.39505246 -0.9608665   3.358768    1.043376    0.18183284  4.9030437
 -0.32629818 -0.63432735 -0.20090689  1.5405469  -0.39363933  0.88615173
 -0.49865603 -0.21207467 -4.792993   -0.17065771 -0.2773103   0.7997114
  0.10730561  2.501397   -2.5593011  -0.40619728 -0.02342981 -0.31431735
 -3.1394446  -1.8725233  -0.17863017 -1.0051522   1.0639338  -1.7940636
  2.1155436  -2.6178482   2.8933697  -2.0604014   0.8582273   0.82597136
 -2.9741018  -2.4593785  -2.7954216   0.29193848 -0.09033816  2.6217968
  2.0270092   3.2721653  -1.5303888   1.5366001  -2.4277885   5.413448
  1.252364    1.8992553   2.8729537   0.5038566  -0.24368872 -2.0520577
  0.8251448  -1.8814288  -1.2661408   0.6798228   1.119081   -0.22187814
 -1.5218167  -1.9724255  -0.5156353  -0.2526123   1.5741506  -0.18682584
  2.6762671   0.2670749  -0.00729209 -0.4665247   1.084443    0.566724
  0.02834404  3.1202023  -1.8045473   2.8446002  -1.7614545   2.981531
  1.1285388   2.132799    1.1312267  -0.0477253   0.20043492 -0.28690514
 -1.7189276  -2.3272247   1.3859531   2.1860926 ]"
0.03,14.73,6.76,21.51,AMGN_2020,"[ 0.7378036  -2.0752053  -0.7046815   1.0857244   0.89390993 -0.05792131
 -2.534394    1.2813313  -1.8185474  -0.5325289   0.02745283  0.94532764
  2.5922024  -0.84895986  2.5701165   0.5673746   0.60983866  3.789443
 -0.4173234   0.24375875 -1.1927238   2.0449324  -0.32955778  1.7616907
  1.959739   -0.10922888 -3.3289912  -0.15837146 -2.1176424   0.55390626
 -0.1285716   2.5013275  -3.623007   -0.774234    1.3387134   0.8192281
 -2.6571336  -3.1051226  -0.4698849   0.7270926   0.57217705 -2.5034115
 -0.10159911 -1.621352    2.4946718  -1.7744426   1.4730499   0.9588495
 -1.5388322  -1.3771318  -1.8853039   0.7288661  -0.09698083  1.8040973
  2.5832517   2.5625417  -3.3272872   1.8132484  -2.4563162   5.476848
  2.2054899   1.3414116   1.4840891  -0.407669    0.7175595  -0.70862347
  1.5871125  -1.6845282  -0.6827087   0.9162719  -0.03144488 -0.46230042
 -1.6233578  -2.623502   -0.19464907  0.2937765   0.5590629   0.5168076
  1.8579324  -0.23929982  0.211986   -0.12325411  0.40710732 -0.15391791
  1.0146192   2.9584022  -1.5129045   0.9940414  -0.62617177  2.1157923
  0.74284863  2.8429246  -0.11367796  0.13013871 -0.21219291 -0.9219771
 -2.8698478  -2.4695845   1.5138352   2.939377  ]"
0.03,13.18,6.5,19.71,AMGN_2021,"[ 0.1822224  -2.0333252  -0.53453165  0.69832397  0.7197825  -1.177674
 -1.8919212  -0.2176457  -2.2803364  -0.48576057  0.6887401   0.00601247
  1.6176342  -1.4257396   1.8206075   2.2969832   0.93985134  2.955144
 -0.42031828  1.2429017   0.29330054  2.7926826  -1.1792072   1.9352309
  1.7930382  -0.37123883 -3.7601829  -0.5652931  -1.0895537   0.61440164
 -0.19578446  1.9879134  -3.0468183   0.49514976  1.4464853   1.8896459
 -2.3236866  -2.2385805  -0.34281838  0.4357876   0.77551985 -1.4702774
 -0.09907565 -2.171725    1.7661903  -1.3174151   0.10662904  0.7030677
 -1.4790907  -2.3060508  -0.8262376   1.0031757  -0.17063557  1.0630167
  2.3622782   1.903281   -2.6016314   1.9874026  -2.920792    5.0873904
  2.4383085   1.5995384   0.70994985 -0.7149963   1.7808827   0.12906584
  1.1340272  -1.8624914  -0.34967902  1.9730023  -1.0437036   0.231264
 -1.1547354  -1.4043026  -1.72405    -0.1201613   1.114183    0.05003664
  1.8281949   0.12344693 -0.605638    0.19114648  0.17016546  0.37574255
  0.9537139   2.0563478  -0.92985237  1.0305701  -0.32460675  2.2612782
  0.9587539   2.6777048  -1.1582553  -0.36139303  0.73532796 -0.8128282
 -2.2331111  -1.7950457   0.94848675  2.305083  ]"
