e_score,s_score,g_score,total_score,doc_vector
0.03,15.2,7.5,22.73,"[1.785721778869629, 0.02774401381611824, 1.5635441541671753, -1.721752643585205, 4.469649314880371, -1.7894184589385986, -1.8349733352661133, -1.4124112129211426, -2.148394823074341, 4.788914203643799, -0.23509939014911652, -0.9272847175598145, 0.029118195176124573, -1.6089485883712769, 0.0836913138628006, -1.8305413722991943, 1.9696388244628906, 2.8581976890563965, -3.1761252880096436, 0.8144392371177673, -2.7986292839050293, -0.4994913637638092, -0.3222929537296295, 1.191823959350586, -2.5510494709014893, 1.0766791105270386, -1.1834663152694702, 0.878497838973999, 2.4112675189971924, -2.827014923095703, 1.267821192741394, 4.435054302215576, -2.12564754486084, -1.4529021978378296, -0.6565512418746948, 2.661355972290039, 1.9694879055023193, -1.4089998006820679, -0.1472473442554474, -2.29001522064209, -2.326847791671753, 1.0184779167175293, -0.9524968862533569, -0.19233056902885437, 1.3635540008544922, 4.49198579788208, 2.014843702316284, -1.8353570699691772, 0.29108986258506775, -0.2784556746482849]"
5.57,10.83,7.98,24.62,"[-0.5190940499305725, 1.5050702095031738, -6.110005855560303, 0.2692379355430603, 0.7173731923103333, -0.3377145528793335, 3.989008903503418, 1.676375150680542, -0.8180630803108215, 3.7153663635253906, 6.467346668243408, 0.11709798872470856, -2.3319060802459717, 0.7259553074836731, 2.726578712463379, -3.9810190200805664, 1.5708129405975342, 0.73979252576828, 0.1733332723379135, -1.3795117139816284, 0.5494867563247681, 1.2962416410446167, -4.154434680938721, -6.226450443267822, 3.5488266944885254, 0.6727174520492554, 0.6507579684257507, -1.2578157186508179, -3.964195966720581, 0.20223745703697205, 3.8403890132904053, 2.8116977214813232, -1.9504826068878174, 4.108853816986084, 2.5218288898468018, 0.6529378294944763, -1.7122278213500977, -4.52169132232666, -1.3610286712646484, 1.1052325963974, -3.088214874267578, 1.238464117050171, 2.4573144912719727, -1.72599458694458, 0.9469290375709534, 0.04630403593182564, -2.876116991043091, 3.5709149837493896, 1.6009974479675293, 0.7435306906700134]"
5.4,10.84,7.54,23.78,"[0.19749194383621216, 2.006254196166992, -5.727495193481445, 1.670448899269104, 0.12910312414169312, 0.6360374093055725, 3.3155200481414795, 1.4424055814743042, 0.09049293398857117, 2.349560022354126, 4.201761245727539, 0.2562444806098938, -3.5102713108062744, 1.3344082832336426, 1.3536067008972168, -3.0392086505889893, 0.7554190158843994, 0.8472887873649597, 0.2567084729671478, -2.946765184402466, -1.3261592388153076, 1.2047916650772095, -3.801342725753784, -5.99102258682251, 2.5528156757354736, 1.341754674911499, -0.9808609485626221, -3.010927438735962, -3.250450611114502, -0.03480631113052368, 3.1296350955963135, 0.8243798017501831, -3.352252721786499, 3.246201276779175, 2.2235162258148193, 0.05956561863422394, -1.5231636762619019, -3.8065054416656494, -0.16185510158538818, -0.30845651030540466, -1.2850242853164673, -0.3308394253253937, 3.813994884490967, -2.3893277645111084, 3.216132164001465, 0.5837060809135437, -1.9534404277801514, 3.879096269607544, 1.4881001710891724, 0.29597166180610657]"
4.94,9.54,7.21,21.69,"[0.4513111114501953, 2.1566996574401855, -6.181796073913574, 0.5452276468276978, 1.25105881690979, -0.47956767678260803, 2.333106517791748, 1.239651083946228, -0.12476816028356552, 2.2963180541992188, 3.546588182449341, 0.8634710311889648, -4.012514591217041, 1.4260764122009277, 1.7991694211959839, -3.627812147140503, 1.2852389812469482, 2.0978875160217285, 0.6252611875534058, -3.4221251010894775, -1.6513277292251587, 1.6050454378128052, -3.353677749633789, -5.11519718170166, 2.213087797164917, 0.2381380945444107, -0.6373017430305481, -2.560792922973633, -2.9801077842712402, -0.579725980758667, 2.8211824893951416, 0.8193138837814331, -2.9631927013397217, 2.465672254562378, 0.5408675074577332, -0.042690034955739975, -1.0282514095306396, -4.5987467765808105, 0.37230202555656433, -0.2925522029399872, -0.5904303789138794, 0.48842760920524597, 2.7737605571746826, -2.2150444984436035, 3.803644895553589, 0.9754424095153809, -1.928026795387268, 3.66593074798584, 1.172567367553711, 0.6252227425575256]"
3.87,5.15,5.62,14.63,"[-0.7821799516677856, -0.061065323650836945, -2.6357157230377197, 1.8142427206039429, 0.26496225595474243, 4.439590930938721, 0.23207473754882812, -0.27617672085762024, -3.9115121364593506, -1.6035120487213135, 0.47068870067596436, 0.5102010369300842, -0.04188412427902222, -1.4085322618484497, 2.4009218215942383, -5.427048206329346, 3.803412437438965, -4.484818935394287, -4.617249965667725, -3.273209810256958, 0.9836901426315308, -0.6971146464347839, -2.8650052547454834, 2.848348617553711, 1.265062689781189, 2.4776649475097656, -3.070971727371216, -0.10988855361938477, -2.2928659915924072, -0.10772552341222763, 2.668156147003174, 2.0567617416381836, -3.452474355697632, 1.30613112449646, -0.9200435876846313, 0.4789194166660309, -3.2906813621520996, 4.680782318115234, -1.2938199043273926, -0.16177067160606384, -0.9870902895927429, 0.1479388177394867, 2.2456111907958984, -4.564164161682129, -0.10561814904212952, -0.8694574236869812, 2.0734927654266357, -0.6280530095100403, -0.012207794934511185, -1.5955829620361328]"
3.82,5.09,5.37,14.28,"[-0.8849942088127136, -0.2795708477497101, -2.2544522285461426, 1.949585199356079, 0.7617380619049072, 4.194337844848633, 0.19396229088306427, -0.670892059803009, -4.003408432006836, -1.8171621561050415, 0.03286043927073479, -0.2488403469324112, -0.020618034526705742, -1.9208528995513916, 2.542696475982666, -4.634532451629639, 3.455045223236084, -4.061609745025635, -4.8882737159729, -2.980461835861206, 1.1381871700286865, -0.7201069593429565, -2.460613489151001, 3.1817452907562256, 0.2338809072971344, 2.054476261138916, -3.104665994644165, -0.4310435354709625, -1.9677257537841797, -0.28405725955963135, 2.9738383293151855, 1.768113613128662, -3.1554818153381348, 0.7749285101890564, -0.7912262082099915, 0.559855043888092, -3.531101703643799, 4.843181133270264, -1.237952709197998, 0.029905863106250763, -1.0351736545562744, -0.028384072706103325, 1.4494140148162842, -4.460447311401367, -0.8097692728042603, -1.2657690048217773, 2.0387842655181885, -1.1714695692062378, 0.253963440656662, -1.0589227676391602]"
3.7,5.03,5.08,13.81,"[-0.8119601011276245, -1.041115641593933, -1.9632165431976318, 2.3305318355560303, 0.8305900692939758, 4.572617053985596, -0.22529827058315277, -1.2633953094482422, -3.6334877014160156, -1.9759458303451538, -0.5954114198684692, -1.0196750164031982, -0.03683802857995033, -1.5574475526809692, 1.3330191373825073, -3.47445011138916, 3.7017221450805664, -3.713898181915283, -5.30567741394043, -2.612696647644043, 1.1415901184082031, -1.8066288232803345, -2.6371469497680664, 4.158402919769287, -0.24155987799167633, 1.6664248704910278, -3.403240442276001, -0.33702224493026733, -1.6203449964523315, -0.127852663397789, 2.699291706085205, 1.9970165491104126, -3.2117884159088135, 0.13649936020374298, -0.11662232875823975, 1.3823187351226807, -3.107858657836914, 5.134642601013184, -0.993419349193573, -0.024555668234825134, -0.44310370087623596, 0.3531337380409241, 1.3848828077316284, -3.7809441089630127, -0.4498080313205719, -0.928676962852478, 2.9881889820098877, -1.6596362590789795, -0.25669124722480774, -1.102182388305664]"
9.76,14.03,5.85,29.63,"[-1.860230803489685, 0.7241312265396118, 0.8858343958854675, 1.7145259380340576, -1.1696003675460815, -1.9298416376113892, -1.5102182626724243, -2.4933114051818848, -3.1124343872070312, 2.427372694015503, 3.358975887298584, 1.5487842559814453, 0.940586507320404, -1.944116473197937, -0.4864666759967804, 0.8656650185585022, -1.9441661834716797, 3.9176018238067627, 1.5030896663665771, 1.7114593982696533, 2.9667599201202393, 0.9350543022155762, 1.3776832818984985, -1.651678442955017, -0.2789475917816162, -5.178556442260742, -0.8586959838867188, -2.5240018367767334, 2.750427007675171, -2.5386295318603516, 2.631685495376587, 1.0169317722320557, -0.7021774053573608, -2.4462971687316895, 3.6916728019714355, -3.723320722579956, -2.112924575805664, -0.8436574339866638, 1.4624791145324707, -1.430875301361084, -0.7887997031211853, -4.077526569366455, -1.253757357597351, -0.7033024430274963, -3.155214548110962, -2.1494343280792236, -4.527237892150879, -3.0210671424865723, 5.929073333740234, -1.498037338256836]"
9.87,15.3,5.66,30.83,"[-1.198971152305603, 1.0167810916900635, 0.9724122881889343, 2.4209446907043457, -1.582004427909851, -1.575271487236023, -2.262615203857422, -2.86710524559021, -2.5413925647735596, 3.0572261810302734, 3.521338939666748, 1.339510440826416, 0.02937648631632328, -2.3888280391693115, -1.1513299942016602, 2.2578792572021484, -2.020944118499756, 3.7565908432006836, 0.8270789980888367, 0.7278342247009277, 2.307856321334839, 0.5772966146469116, 1.185044288635254, -2.2113704681396484, -0.5036789178848267, -5.219869136810303, -1.6133166551589966, -2.5018699169158936, 3.0140950679779053, -2.3434031009674072, 2.1718194484710693, 0.0014762680511921644, -0.39118996262550354, -2.362229585647583, 3.9945132732391357, -3.3157856464385986, -1.9511319398880005, -1.004069209098816, 1.5885570049285889, -0.5080392360687256, -1.159799337387085, -3.9647674560546875, -0.6408153772354126, -0.6735480427742004, -2.838695526123047, -2.457596778869629, -4.612799167633057, -2.3017187118530273, 6.308743476867676, -1.0209051370620728]"
10.97,16.37,4.95,32.29,"[-0.7293199896812439, 0.761917233467102, 0.5616784691810608, 2.318552255630493, -1.2885974645614624, -1.652600884437561, -1.689014196395874, -3.151104211807251, -2.245649814605713, 2.7270290851593018, 2.9538156986236572, 0.7733916640281677, 0.466930627822876, -2.91377854347229, -1.6185721158981323, 3.147145986557007, -2.219562292098999, 3.951847553253174, 0.7966171503067017, 1.3794522285461426, 2.134281873703003, -0.048234231770038605, 1.1394706964492798, -2.0676424503326416, -1.0930887460708618, -5.641036033630371, -1.017972469329834, -2.668957471847534, 2.8003177642822266, -2.597957134246826, 2.5576677322387695, 0.32078817486763, -0.4722709655761719, -2.9953362941741943, 3.627326250076294, -2.9082517623901367, -1.3842871189117432, -0.9373869299888611, 1.8956677913665771, -0.31126248836517334, -1.4470961093902588, -3.3833038806915283, -0.8400421142578125, -0.49205219745635986, -2.657963514328003, -2.215921640396118, -4.327146530151367, -2.235062599182129, 6.325105667114258, -1.2277213335037231]"
11.7,16.4,4.77,32.87,"[-0.9577608704566956, 1.2647030353546143, 0.9520910382270813, 1.7022204399108887, -0.6385220885276794, -2.0308806896209717, -1.535546898841858, -3.4728212356567383, -2.502584218978882, 2.602142095565796, 2.454458475112915, 1.6200988292694092, -0.10748297721147537, -3.3452823162078857, -1.1927580833435059, 3.113865852355957, -2.1560354232788086, 3.7634057998657227, 1.1330450773239136, 1.3049322366714478, 2.4307432174682617, -0.7860865592956543, 0.8219383955001831, -1.6189544200897217, -1.7415720224380493, -5.732600212097168, -1.1505882740020752, -2.5777077674865723, 3.4864120483398438, -2.449549674987793, 2.8708813190460205, 0.049429163336753845, -0.6855791807174683, -3.1919267177581787, 2.882796049118042, -2.55709171295166, -1.264876127243042, -1.5700170993804932, 2.5138540267944336, -0.3231024146080017, -1.777725338935852, -3.4589955806732178, -1.2231898307800293, -0.5298510193824768, -3.0196900367736816, -2.672780990600586, -4.9876580238342285, -2.115084171295166, 5.815847873687744, -1.4554290771484375]"
1.91,8.93,5.53,16.37,"[0.7272292375564575, 2.2382633686065674, -0.06252346187829971, -2.8384289741516113, 2.90036940574646, -2.2370259761810303, -0.4948147237300873, 0.908211886882782, -2.7307820320129395, 2.017620086669922, 1.6230446100234985, 1.218116283416748, -1.2669415473937988, -0.6812483072280884, 0.37123581767082214, -2.3470990657806396, -0.47038528323173523, 3.024021863937378, -1.6697059869766235, 0.1664586067199707, -2.894686698913574, 0.14739464223384857, -0.5212231874465942, 0.6383736729621887, -0.10539113730192184, 0.6985089182853699, 0.8958199620246887, -0.8947014808654785, 1.3133662939071655, -3.372903347015381, 1.4560497999191284, 2.9273605346679688, -1.0344746112823486, -1.9224575757980347, 1.9196808338165283, 0.3038628101348877, -0.5624731779098511, -1.7490992546081543, 0.5215447545051575, 0.5234454274177551, -1.3577169179916382, -2.1195826530456543, 0.07595984637737274, -0.43028151988983154, 0.8057705760002136, 2.858215570449829, 0.9369194507598877, 0.17715832591056824, 2.759964942932129, -1.543367624282837]"
2.29,8.2,5.13,15.62,"[0.9202443957328796, 1.239775538444519, -0.1499316245317459, -1.7954062223434448, 3.9017927646636963, -2.364943504333496, -1.5148229598999023, 1.69123113155365, -1.3436307907104492, 1.6678345203399658, 0.9692763686180115, 1.5028564929962158, 0.010857346467673779, -1.2150864601135254, 0.9835122227668762, -1.39653480052948, -0.24135421216487885, 3.585392475128174, -0.5859723687171936, -0.12888947129249573, -3.5726208686828613, 0.8231371641159058, 0.42712366580963135, -1.2647281885147095, -1.1787824630737305, 0.38650354743003845, 1.489583134651184, -1.2947535514831543, 1.7928906679153442, -5.2992329597473145, 1.9349255561828613, 0.7480744123458862, -2.1217947006225586, -1.6372255086898804, 1.1087093353271484, -1.3679277896881104, -0.40990734100341797, -1.059164047241211, 0.9961893558502197, -0.3220687508583069, -1.5544769763946533, -2.209963083267212, -0.3508148193359375, -0.9044753909111023, 1.129438042640686, 1.74267578125, -0.33559510111808777, 0.351866215467453, 2.5965077877044678, -1.700086236000061]"
2.45,5.37,4.51,12.33,"[-0.22968654334545135, 0.7792267203330994, 1.3750808238983154, -2.5651180744171143, 4.081689357757568, -1.162932276725769, -1.6722466945648193, -0.12353532016277313, -2.8646514415740967, 3.2251136302948, 0.8377035856246948, 2.6377508640289307, 0.31134045124053955, -1.4251397848129272, 1.1385376453399658, -0.23288841545581818, -0.6298157572746277, 4.121174335479736, -2.006568431854248, -0.13730452954769135, -4.759930610656738, 1.1431381702423096, 0.3550204038619995, 0.3146354556083679, -2.6996045112609863, -0.14961516857147217, -0.6407157182693481, -0.5042182207107544, 2.7972657680511475, -3.6948494911193848, 1.3122025728225708, 0.7449207901954651, -1.1966978311538696, -2.635363817214966, -0.5992729067802429, 0.21534055471420288, -0.6566973924636841, -2.525320529937744, 0.5035365223884583, -0.46620550751686096, -1.5703428983688354, -1.8390880823135376, -0.8650809526443481, -0.22119426727294922, 2.098600387573242, 2.0522143840789795, 1.1767934560775757, 1.6739510297775269, 2.5956356525421143, -0.44222143292427063]"
0.98,2.77,3.62,7.39,"[-1.5001726150512695, -5.310174942016602, -0.8921819925308228, -1.016494870185852, -1.728601098060608, 6.456098556518555, 0.765644907951355, 1.5875535011291504, -5.396451950073242, -0.3958849012851715, 1.2267365455627441, -0.5379183292388916, 4.900092124938965, -0.6351110339164734, -2.2204508781433105, -3.0579452514648438, 0.977197527885437, -5.148181438446045, -3.937767267227173, 1.7580325603485107, -0.5610665082931519, 3.225243330001831, -1.3856314420700073, 1.0073860883712769, 1.0249881744384766, 3.228959798812866, -2.4715335369110107, 0.2858874797821045, 0.5410760641098022, -2.0252394676208496, 1.713218331336975, 0.7702387571334839, -0.23625102639198303, -0.8060030937194824, -1.1646145582199097, 1.9794409275054932, -2.1700246334075928, 0.004789947532117367, -3.9763550758361816, 1.6345396041870117, -0.7374539971351624, -1.7441513538360596, -1.7033659219741821, -3.0331201553344727, -2.43050479888916, 2.511014223098755, 4.621569633483887, 0.6744269728660583, -1.2247551679611206, -3.163250684738159]"
1.66,2.74,3.58,7.98,"[-0.704538881778717, -4.457028865814209, -0.3801335394382477, -0.4225020110607147, -1.792129397392273, 3.854118824005127, 0.8700765371322632, 0.2147085815668106, -4.34288215637207, 1.4824529886245728, 1.2414522171020508, 0.4163995385169983, 4.339158535003662, -0.530562162399292, -0.14514632523059845, -4.042496204376221, 1.615312933921814, -4.089501857757568, -4.17910623550415, -0.035672377794981, 0.9865902066230774, 3.5720055103302, -1.5885229110717773, 0.8403648138046265, 0.9392603039741516, 2.4279086589813232, -2.4089412689208984, -0.1861427277326584, 0.803485095500946, -1.0733730792999268, 1.5034122467041016, 0.20338945090770721, -2.2958824634552, 0.5070884823799133, -1.2178723812103271, 3.365597724914551, -2.244295358657837, 0.7055267691612244, -3.9468982219696045, 1.0906401872634888, -0.9764235615730286, -1.5671802759170532, 0.7830314636230469, -1.62020742893219, -2.105686664581299, 2.7033588886260986, 4.268123149871826, 0.3001619577407837, 0.07073919475078583, -2.6252341270446777]"
2.13,2.7,3.51,8.33,"[-1.5776252746582031, -4.714349746704102, -0.42439988255500793, 0.6948726177215576, -2.349640130996704, 5.494028568267822, 1.3150520324707031, -0.038830388337373734, -3.7581124305725098, 0.3381810486316681, 1.0164483785629272, 0.5914027690887451, 3.926368236541748, 0.3323729932308197, -0.3889152407646179, -2.727585792541504, 1.7415943145751953, -3.0573506355285645, -4.085211753845215, -1.3908058404922485, 0.5916878581047058, 2.4925966262817383, -2.204075336456299, 2.5004613399505615, 0.4209439754486084, 2.5321714878082275, -2.52187442779541, -0.7454512119293213, -0.3980392813682556, -0.24177321791648865, 1.368430495262146, -0.6478989720344543, -2.6734683513641357, 0.5974472165107727, -1.312853217124939, 2.6455373764038086, -1.8058360815048218, 1.7177200317382812, -3.7410826683044434, 1.3600467443466187, -0.02009640447795391, -2.3327906131744385, 0.8519382476806641, -1.130347728729248, -1.8746165037155151, 2.2957401275634766, 2.972911834716797, 0.4425985515117645, 0.7356612086296082, -2.3249382972717285]"
1.27,2.48,3.24,6.99,"[-2.0925307273864746, -4.43161153793335, -0.5802966356277466, 1.8868930339813232, -1.3740636110305786, 5.305386543273926, 2.0031638145446777, 0.41062498092651367, -4.198061943054199, 0.8720818758010864, 1.6279046535491943, 0.3935694694519043, 3.2347569465637207, 0.1641436666250229, -0.1265953630208969, -2.9520115852355957, 1.3633652925491333, -3.1954288482666016, -2.885468006134033, -0.2938861846923828, 0.014400806277990341, 2.295422077178955, -1.9150391817092896, 3.199143171310425, 1.6349478960037231, 1.4389418363571167, -2.9553802013397217, -0.612825870513916, -0.46952924132347107, -0.4707585871219635, 1.43141770362854, -1.6069107055664062, -2.3727660179138184, 1.147232174873352, -2.9733762741088867, 2.8208274841308594, -1.6943819522857666, 2.911896228790283, -4.303117752075195, 1.0548832416534424, 0.5835772752761841, -2.0757408142089844, 1.366811990737915, -1.6557395458221436, -2.458681344985962, 2.568885326385498, 2.8734076023101807, 0.9913423657417297, 1.7928839921951294, -1.7211997509002686]"
1.53,10.32,11.48,23.37,"[-1.515557885169983, -1.0630967617034912, -3.571209669113159, 1.241707444190979, -0.993648886680603, 0.3028303384780884, -3.2839300632476807, -3.4117350578308105, -0.9630471467971802, 0.7273089289665222, -1.9306793212890625, -2.221116304397583, -2.564896821975708, 0.9386093616485596, -2.0148448944091797, -4.3784356117248535, 1.667153000831604, -0.612637996673584, -0.6033612489700317, 0.24251659214496613, 3.6867430210113525, -1.3799811601638794, -5.678356647491455, 2.6111485958099365, 2.9756574630737305, 0.4223170578479767, -4.289120197296143, -2.312547206878662, 2.301923990249634, 1.6409107446670532, 0.22155670821666718, 4.743923664093018, -1.3181204795837402, -1.6355986595153809, -0.23237358033657074, 1.6529607772827148, -2.803651809692383, 2.2070658206939697, -1.6220531463623047, 2.967417001724243, 1.9385615587234497, 3.6001548767089844, 1.326516032218933, -1.342166781425476, 1.5386157035827637, -2.0970547199249268, 3.2911264896392822, 0.030389415100216866, 1.3592584133148193, -1.3397636413574219]"
1.57,10.72,11.43,23.73,"[-2.1539459228515625, -1.031404733657837, -2.1459097862243652, 1.25672447681427, -0.9259881973266602, 0.5193722248077393, -3.9704151153564453, -3.6859753131866455, -1.415961742401123, -0.44703468680381775, -2.2372069358825684, -1.1046487092971802, -1.545244812965393, 0.9975555539131165, -2.158092498779297, -4.589515686035156, 1.5125584602355957, 0.9506255984306335, -0.16836029291152954, 0.6932492256164551, 4.420799255371094, -2.490705728530884, -4.743107795715332, 2.1852328777313232, 2.8187005519866943, 0.5570297837257385, -4.246045112609863, -2.3180599212646484, 2.879356622695923, 0.8661085367202759, -0.15415267646312714, 2.986154794692993, -1.529041051864624, -2.2130656242370605, -1.4831024408340454, 2.1430985927581787, -2.84512996673584, 3.6596782207489014, -2.9648146629333496, 2.721959114074707, 2.3385109901428223, 4.0043625831604, 0.8855533599853516, -1.9383758306503296, 0.4786093533039093, -3.178346872329712, 3.1459851264953613, 0.510398268699646, 1.354786992073059, -2.2162582874298096]"
1.62,11.28,10.88,23.78,"[-1.4695510864257812, -1.1327879428863525, -2.316343069076538, 1.0741300582885742, -1.5431920289993286, 1.1374338865280151, -3.6643192768096924, -3.8010168075561523, -2.1854093074798584, -0.3857886493206024, -2.1234323978424072, -1.1241223812103271, -1.559644103050232, 0.5866640210151672, -1.7995729446411133, -4.296347618103027, 0.8305816054344177, 0.6812685132026672, -0.08084183931350708, 0.6657059788703918, 4.710609436035156, -1.4956743717193604, -4.586765289306641, 2.2344374656677246, 2.5882058143615723, 1.0636733770370483, -4.309239387512207, -2.8761229515075684, 3.3106637001037598, 1.107066035270691, 0.27092570066452026, 2.8402047157287598, -1.2998031377792358, -2.204589605331421, -1.9853599071502686, 1.992714524269104, -3.1270828247070312, 3.234736442565918, -2.6604623794555664, 2.164170265197754, 2.3450241088867188, 3.579232931137085, 0.9304856061935425, -2.1377100944519043, 0.5904189348220825, -3.0455482006073, 2.6245579719543457, -0.07843071967363358, 1.053009271621704, -1.9978402853012085]"
1.65,11.68,10.67,24.01,"[-0.7474969625473022, -1.9687905311584473, -2.990276336669922, 3.225332736968994, -2.3441243171691895, 2.7444007396698, -4.263929843902588, -4.890635967254639, -1.3194595575332642, -0.19807884097099304, -2.858556032180786, -2.116093635559082, -2.145555019378662, -1.5413686037063599, -2.3137645721435547, -4.262828350067139, 1.1213032007217407, 2.052910804748535, 1.5516247749328613, -0.1677703708410263, 2.4557738304138184, -2.610846519470215, -4.303549766540527, 3.106139659881592, -0.9061875939369202, 2.037672519683838, -3.8540091514587402, -2.1409828662872314, 2.530658721923828, 1.0468851327896118, -0.11375080049037933, 1.8511936664581299, -0.8477782607078552, -3.3687872886657715, -4.462600231170654, 2.2948665618896484, -2.072765588760376, 2.751267671585083, -2.5780065059661865, 0.3530084490776062, 2.4917972087860107, 3.625173568725586, 0.3915427625179291, -2.5505833625793457, 0.9884846806526184, -1.9590909481048584, 3.648977756500244, -1.8418160676956177, 0.9875320196151733, -1.5267260074615479]"
8.3,8.16,3.64,20.08,"[1.0459115505218506, -0.15307633578777313, -2.3322274684906006, -0.7384214997291565, 2.625433921813965, 1.2189228534698486, -7.9419074058532715, -2.3242485523223877, -1.7316720485687256, -0.2625926733016968, -1.0743767023086548, 0.17766667902469635, -1.8871595859527588, -2.4069037437438965, -0.33174076676368713, 3.2554068565368652, 0.9727721214294434, 1.659659504890442, -3.9623000621795654, -1.2683048248291016, 1.0937144756317139, -1.5689475536346436, -1.2749398946762085, -2.9308152198791504, 1.7156078815460205, 6.3319993019104, 0.8530034422874451, -1.201176643371582, 2.783108711242676, 0.6684125661849976, 1.3182389736175537, 4.50262451171875, -3.8011066913604736, 1.9767614603042603, 3.9258079528808594, -2.366272211074829, -5.451494216918945, -0.7249349355697632, -2.7753028869628906, 0.3424094319343567, -1.9827033281326294, 0.00656304182484746, 2.4048712253570557, -4.134495735168457, 2.0204148292541504, -0.9888604879379272, -2.4243767261505127, -0.14693184196949005, -3.020995855331421, -3.8992514610290527]"
8.49,9.0,3.72,21.2,"[1.0223474502563477, -1.566082239151001, -2.3596787452697754, 0.22102563083171844, 2.3026797771453857, 3.032773017883301, -7.1127777099609375, -1.994105339050293, -2.5014500617980957, -0.7312753796577454, -1.9349713325500488, -0.12071572244167328, -1.2051846981048584, -2.847555160522461, -0.35206514596939087, 3.1002304553985596, 0.8658187389373779, 1.7379631996154785, -4.336143970489502, -0.8169554471969604, 0.3760918974876404, -2.181382656097412, -1.5538347959518433, -1.9989899396896362, 1.1966025829315186, 4.887367248535156, 1.7809149026870728, -0.5997507572174072, 1.7987529039382935, -0.575563371181488, 1.1446374654769897, 3.915039539337158, -5.046397686004639, 2.124385356903076, 2.444802761077881, -0.4328230917453766, -5.704783916473389, -0.03871052712202072, -3.5717647075653076, 0.08181678503751755, 0.5384354591369629, 0.26775872707366943, 1.9369713068008423, -4.176246166229248, 3.0474164485931396, -0.6851494908332825, -0.3963458240032196, -2.3325393199920654, -4.290855884552002, -3.844975233078003]"
9.18,9.46,3.85,22.48,"[1.9985949993133545, -1.5199038982391357, -2.099691390991211, 0.2491244673728943, 2.471109628677368, 3.554401159286499, -6.685880661010742, -2.3496172428131104, -2.139381170272827, -0.4825907051563263, -0.10504443943500519, 0.7029654383659363, -1.2183396816253662, -2.3576226234436035, -0.8844841718673706, 3.5782241821289062, 0.502255380153656, 1.261757731437683, -4.26239013671875, -1.1837379932403564, 0.4604100286960602, -1.3221099376678467, -0.6170178055763245, -2.7736690044403076, 1.2759673595428467, 4.654140472412109, 1.4370036125183105, -1.0589505434036255, 1.947985291481018, 0.1831541806459427, 1.897477626800537, 3.582852840423584, -3.9733221530914307, 2.340935468673706, 3.0821125507354736, -1.6791040897369385, -5.14923095703125, -0.017985468730330467, -2.895118474960327, 0.04402516409754753, -0.8823197484016418, -0.1293952614068985, 2.3045337200164795, -4.3134002685546875, 2.366570234298706, -1.4346445798873901, -1.5712809562683105, -1.6155697107315063, -3.8662521839141846, -3.1496946811676025]"
10.21,9.77,3.82,23.8,"[2.18959379196167, -0.9616879224777222, -2.264812707901001, -0.1120428815484047, 2.58709979057312, 3.216506242752075, -7.185576915740967, -2.194122552871704, -1.8208987712860107, -1.1727149486541748, -0.2502247393131256, 1.674997091293335, -0.8604187369346619, -2.987565755844116, -1.0325462818145752, 4.701432704925537, 0.48058438301086426, 1.7585220336914062, -4.6870269775390625, -0.6532923579216003, 1.4766203165054321, -0.6030352711677551, -0.9120186567306519, -2.36216139793396, 2.041274309158325, 4.739914417266846, 2.0211358070373535, -2.3250656127929688, 2.3512580394744873, 0.12587089836597443, 2.2065978050231934, 3.233405590057373, -4.26138973236084, 2.968682050704956, 3.7448832988739014, -1.4583978652954102, -5.210164546966553, 0.27550703287124634, -3.7416648864746094, 0.5695381760597229, -1.036535620689392, -0.38797155022621155, 2.0497517585754395, -4.341719150543213, 1.2490187883377075, -1.2198305130004883, -3.0974910259246826, -1.0321990251541138, -3.7712433338165283, -4.215595722198486]"
2.02,14.57,11.93,29.1,"[-0.47411370277404785, -0.0175024326890707, 1.718534231185913, 0.7633554935455322, -2.814666509628296, 0.06357643753290176, -3.371682643890381, -1.1670514345169067, 0.025881800800561905, -3.971140146255493, 2.12813663482666, -0.21279095113277435, 0.9555003046989441, -3.113835096359253, -2.524502754211426, -0.0051566376350820065, 0.4160240888595581, 0.8552594184875488, -2.1887640953063965, 1.1115065813064575, -0.3835736811161041, 0.39319172501564026, -1.0374786853790283, 5.6891398429870605, 2.046966314315796, -0.36871597170829773, -3.2389485836029053, -4.253721237182617, 1.2104829549789429, -3.8751940727233887, 3.5897059440612793, 1.5559688806533813, -0.7837862372398376, -1.836699366569519, 0.7280023097991943, 2.5184240341186523, -0.15702316164970398, 0.6788207292556763, 3.7185111045837402, 1.5210453271865845, 1.597123146057129, -3.162276268005371, -0.5971444249153137, -3.217766523361206, -2.5881857872009277, -1.7824264764785767, 4.303031921386719, 2.017181158065796, 2.665351629257202, -4.157504081726074]"
